Class Name,Class Stereotype,Method Name,Method Stereotype
"ValidatorBenchmark","commander boundary","run","controller stateless",
"ValidatorBenchmark","commander boundary","largeSchema1","command collaborator",
"ValidatorBenchmark","commander boundary","largeSchema4","command collaborator",
"ValidatorBenchmark","commander boundary","manyFragments","command collaborator",
"TypeDefinitionParserVersusSerializeBenchmark","small-class","benchMarkParsing","command collaborator",
"TypeDefinitionParserVersusSerializeBenchmark","small-class","benchMarkSerializing","controller stateless",
"TwitterBenchmark","pure-controller degenerate small-class","benchmarkThroughput","controller stateless",
"TwitterBenchmark","pure-controller degenerate small-class","benchmarkAvgTime","controller stateless",
"SimpleQueryBenchmark","boundary degenerate small-class","benchMarkSimpleQueriesThroughput","wrapper stateless",
"SimpleQueryBenchmark","boundary degenerate small-class","benchMarkSimpleQueriesAvgTime","wrapper stateless",
"PropertyFetcherBenchMark","boundary small-class","benchMarkThroughputInDirectClassHierarchy","wrapper",
"PropertyFetcherBenchMark","boundary small-class","benchMarkThroughputDirectClassHierarchy","wrapper",
"OverlappingFieldValidationBenchmark","unclassified","overlappingFieldValidationAbgTime","command collaborator",
"OverlappingFieldValidationBenchmark","unclassified","overlappingFieldValidationThroughput","command collaborator",
"OverlappingFieldValidationBenchmark","unclassified","validateQuery","controller stateless",
"MapBenchmark","commander","setUp","command",
"MapBenchmark","commander","benchmarkLinkedHashMap","command collaborator",
"MapBenchmark","commander","benchmarkHashMap","command collaborator",
"MapBenchmark","commander","benchmarkImmutableMap","command collaborator",
"MapBenchmark","commander","mapGet","command",
"MapBenchmark","commander","rand","property non-void-command",
"IntrospectionBenchmark","entity boundary small-class","benchMarkIntrospectionAvgTime","property non-void-command collaborator",
"IntrospectionBenchmark","entity boundary small-class","benchMarkIntrospectionThroughput","property non-void-command collaborator",
"IntrospectionBenchmark","entity boundary small-class","IntrospectionBenchmark","constructor",
"IntMapBenchmark","pure-controller degenerate small-class","benchmarkLinkedHashMap","controller stateless",
"IntMapBenchmark","pure-controller degenerate small-class","benchmarkIntMap","controller stateless",
"ENFBenchmarkDeepIntrospection","small-class","setUp","command",
"ENFBenchmarkDeepIntrospection","small-class","benchMarkAvgTime","property wrapper",
"ENFBenchmark2","boundary degenerate small-class","benchMarkAvgTime","wrapper stateless",
"DFSelectionSetBenchmark","unclassified","benchMarkAvgTime","command collaborator",
"DFSelectionSetBenchmark","unclassified","benchMarkThroughput","command collaborator",
"DFSelectionSetBenchmark","unclassified","getSelectedFields","controller stateless",
"CompletableFuturesBenchmark","entity commander boundary","setUp","empty",
"CompletableFuturesBenchmark","entity commander boundary","mkCFObjects","property non-void-command collaborator",
"CompletableFuturesBenchmark","entity commander boundary","mkObjects","property non-void-command collaborator",
"CompletableFuturesBenchmark","entity commander boundary","benchmarkCFApproach","command collaborator",
"CompletableFuturesBenchmark","entity commander boundary","benchmarkMaterializedApproach","command collaborator",
"CompletableFuturesBenchmark","entity commander boundary","traverseCFS","command collaborator",
"CompletableFuturesBenchmark","entity commander boundary","traverseObjects","command collaborator",
"AstPrinterBenchmark","boundary degenerate","benchMarkAstPrinterThroughput","wrapper stateless",
"AstPrinterBenchmark","boundary degenerate","benchMarkAstPrinterAvgTime","wrapper stateless",
"AstPrinterBenchmark","boundary degenerate","benchMarkAstPrinterCompactThroughput","wrapper stateless",
"AstPrinterBenchmark","boundary degenerate","benchMarkAstPrinterCompactAvgTime","wrapper stateless",
"SubscriptionExamples","commander small-class","basicSubscriptionExample","command collaborator",
"SubscriptionExamples","commander small-class","processStockPriceChange","empty",
"MappingExamples","boundary degenerate","productsDataFetcher","command collaborator",
"MappingExamples","boundary degenerate","mapDataTogether","collaborator incidental",
"MappingExamples","boundary degenerate","mapDataTogetherViaMap","controller stateless",
"MappingExamples","boundary degenerate","mapDataTogetherViaDTO","factory controller stateless",
"MappingExamples","boundary degenerate","directWiring","wrapper stateless",
"MappingExamples","boundary degenerate","getMatchingProducts","collaborator incidental",
"MappingExamples","boundary degenerate","getProductCosts","collaborator incidental",
"MappingExamples","boundary degenerate","getProductTax","collaborator incidental",
"InstrumentationExamples","unclassified","specifyInstrumentation","wrapper",
"InstrumentationExamples","unclassified","buildSchema","property wrapper",
"InstrumentationExamples","unclassified","chained","controller",
"InstrumentationExamples","unclassified","fieldValidation","controller",
"IncrementalExamples","degenerate","buildSchemaWithDirective","property non-void-command collaborator",
"IncrementalExamples","degenerate","basicExample","command collaborator",
"IncrementalExamples","degenerate","completeResponse","empty",
"IncrementalExamples","degenerate","handleError","empty",
"IncrementalExamples","degenerate","sendMultipartHttpResult","empty",
"IncrementalExamples","degenerate","buildSchema","collaborator incidental",
"FieldSelectionExamples","commander boundary","usingSelectionSet","command collaborator",
"FieldSelectionExamples","commander boundary","getFields","command collaborator",
"FieldSelectionExamples","commander boundary","getUser","collaborator incidental",
"FieldSelectionExamples","commander boundary","getUserAndTheirFriends","collaborator incidental",
"DataFetchingExamples","commander degenerate","getProductsDataFetcher","command",
"DataFetchingExamples","commander degenerate","yodaTimeFormatter","incidental",
"DataFetchingExamples","commander degenerate","fetchProductsFromDatabaseWithMatching","collaborator incidental",
"DataFetchingExamples","commander degenerate","fetchAllProductsFromDatabase","collaborator incidental",
"ConcernsExamples","entity boundary","buildSchema","property wrapper",
"ConcernsExamples","entity boundary","getCurrentUser","collaborator incidental",
"ConcernsExamples","entity boundary","invokeBusinessLayerMethod","collaborator incidental",
"ConcernsExamples","entity boundary","contextHelper","command",
"TwoClassesDown","empty","TwoClassesDown","constructor",
"RecordLikeClass","degenerate","recordProperty","incidental",
"RecordLikeClass","degenerate","recordArgumentMethod","collaborator incidental",
"RecordLikeClass","degenerate","hashCode","incidental",
"RecordLikeClass","degenerate","equals","predicate non-void-command collaborator",
"RecordLikeClass","degenerate","toString","incidental",
"ClassWithInterfaces","degenerate small-class","getMethodYouMustImplement","incidental",
"ClassWithInterfaces","degenerate small-class","getMethodYouMustAlsoImplement","incidental",
"ClassWithDFEMethods","degenerate","getMethodWithDFE","collaborator incidental",
"ClassWithDFEMethods","degenerate","getMethodWithDFE","incidental",
"ClassWithDFEMethods","degenerate","getMethodWithoutDFE","incidental",
"ClassWithDFEMethods","degenerate","getDefaultMethodWithDFE","collaborator incidental",
"ClassWithDFEMethods","degenerate","getDefaultMethodWithDFE","incidental",
"ClassWithDFEMethods","degenerate","getDefaultMethodWithoutDFE","incidental",
"ClassWithDFEMethods","degenerate","getMethodWithTooManyArgs","incidental",
"ClassWithDFEMethods","degenerate","getDefaultMethodWithTooManyArgs","incidental",
"ClassWithDFEMethods","degenerate","getMethodWithOneArgButNotDataFetchingEnvironment","incidental",
